Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
36.0,4.3,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,17.14
39.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,27,7.65
39.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,19.37
34.0,4.6,Stormy,High,1,Drinks,scooter,1.0,No,Urban,33,6.23
23.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,4.61
31.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,12.49
21.0,4.7,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,16,12.29
37.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,6.15
39.0,3.7,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,38,12.1
31.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,38,13.77
36.0,4.8,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,10.64
26.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,17,1.51
36.0,4.6,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,25,6.12
29.0,5.0,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,36,10.43
27.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,17,10.76
25.0,4.6,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Urban,37,12.48
21.0,4.1,Fog,Medium,2,Drinks,scooter,2.0,No,Metropolitian,32,13.58
28.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,19.98
20.0,4.5,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,12,9.32
34.0,5.0,Fog,Jam,0,Meal,motorcycle,0.0,No,Urban,26,7.76
31.0,4.0,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,48,19.66
30.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,30,3.03
28.0,4.6,Windy,High,1,Buffet,scooter,0.0,No,Metropolitian,29,6.21
31.0,5.0,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,13.68
33.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,12.42
36.0,4.7,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,14.02
29.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,12.46
35.0,4.3,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,4.66
29.0,4.7,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,3.02
31.0,4.0,Stormy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,32,1.51
32.0,4.8,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,16.85
21.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,15,7.45
31.0,4.4,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,4.66
25.0,4.5,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,1.52
31.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,24,7.79
36.0,5.0,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,29,1.53
39.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,1.55
25.0,5.0,Cloudy,Medium,1,Drinks,scooter,0.0,No,Urban,17,5.96
30.0,4.5,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,24,14.02
37.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,25,4.47
28.0,4.0,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,38,10.43
34.0,4.6,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,32,6.23
35.0,4.8,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,33,8.94
20.0,4.5,Fog,Medium,2,Meal,motorcycle,0.0,No,Urban,14,4.56
23.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,16,13.97
37.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,1.54
29.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28,4.53
34.0,4.8,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,21,3.07
29.0,4.7,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,19,1.51
38.0,4.7,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,24,16.9
22.0,4.0,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,41,16.61
36.0,4.8,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,17,5.97
35.0,3.9,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,34,20.44
24.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,23,13.97
26.0,4.8,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,35,16.85
20.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,7.68
28.0,4.4,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,13.68
27.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,1.55
23.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,9.06
32.0,4.6,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,46,12.42
26.0,4.9,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,24,4.66
34.0,4.5,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,15,17.08
20.0,4.8,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,5.96
27.0,4.7,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,23,9.44
20.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,3.03
34.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,24,5.96
25.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22,7.76
26.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,22,10.6
31.0,5.0,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,14,9.07
21.0,4.8,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,23,2239.61
32.0,4.6,Fog,Medium,1,Meal,scooter,1.0,No,Urban,16,7.86
35.0,4.8,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,25,1.56
35.0,4.5,Windy,Low,2,Buffet,scooter,1.0,No,Urban,15,13.99
29.0,4.6,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,14,6.22
30.0,4.9,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,30,7.65
21.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,14,11.72
28.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,4.59
38.0,4.3,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,32,16.85
30.0,4.3,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,37,10.64
31.0,4.7,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,9.44
39.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,24,12.42
20.0,4.8,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,38,11.92
21.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,10,6.12
37.0,4.4,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,39,10.87
39.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,7.45
26.0,4.2,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,20.85
29.0,5.0,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,15,17.3
33.0,4.9,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,20.85
36.0,4.7,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,26,16.64
36.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,19.88
38.0,4.8,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,24,3.06
34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,10.57
35.0,5.0,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,1.55
34.0,4.4,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,33,19.63
30.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.54
21.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,17,13.58
30.0,4.8,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,10.43
27.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,49,19.69
27.0,4.5,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,6.23
28.0,4.9,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Urban,27,10.43
25.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,14,4.47
32.0,5.0,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,15,2.93
39.0,4.3,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,43,14.05
36.0,3.6,Stormy,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,43,11.75
36.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,35,10.71
34.0,4.7,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,3.03
20.0,5.0,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,17,1.55
35.0,3.7,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,42,10.87
39.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,Yes,Metropolitian,42,13.76
38.0,4.7,Fog,Low,1,Snack,scooter,0.0,No,Urban,15,1.54
21.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,7.76
26.0,4.7,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,10,1.57
28.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,17.08
35.0,4.6,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,25,19.91
25.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,10.88
24.0,4.8,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,15,7.49
31.0,4.9,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,16,7.45
24.0,4.6,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,23,7.66
39.0,4.4,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,32,7.55
24.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,19.36
35.0,5.0,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,22,11.91
26.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,23,7.45
24.0,4.9,Cloudy,High,0,Snack,motorcycle,1.0,No,Urban,25,6.23
28.0,5.0,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,42,13.79
26.0,4.5,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,7.65
24.0,4.8,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,15,6.21
37.0,4.63,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,9.44
35.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,4.47
38.0,4.4,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,47,17.08
24.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Urban,17,6.29
28.0,4.9,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,17,4.72
23.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,19,19.36
26.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,1.47
24.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23,16.64
25.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,15,3.04
20.0,3.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,47,7.8
36.0,4.7,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,12,1.51
29.0,4.6,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,12.16
26.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,41,10.7
26.0,4.6,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,12.24
30.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,18,4.66
32.0,4.6,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,16.9
22.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,7.6
20.0,4.63,Stormy,Low,2,Snack,scooter,1.0,No,Urban,17,7.49
39.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,27,10.87
37.0,4.3,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,35,13.62
30.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Urban,25,1.56
27.0,4.5,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,24,13.41
31.0,4.5,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,4.66
25.0,4.6,Windy,Low,1,Buffet,scooter,0.0,No,Urban,19,9.32
36.0,4.3,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,34,12.24
21.0,5.0,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,3.1
23.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,19,1.53
22.0,4.7,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,19.97
36.0,4.8,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,35,13.61
22.0,5.0,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,18,7.86
39.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,32,3.03
26.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,18,12.11
37.0,4.3,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,40,10.59
32.0,4.4,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,3.05
35.0,3.6,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,35,19.69
34.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,3.03
21.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,13,13.97
25.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,1.51
39.0,4.2,Cloudy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,2.98
33.0,4.2,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,37,3.07
22.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,13.79
37.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Urban,18,7.66
29.57,4.63,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,3.06
24.0,4.4,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,45,1.54
31.0,4.5,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,4.54
27.0,4.5,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,7.86
21.0,4.6,Stormy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,16,16.9
35.0,4.9,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,19.36
37.0,4.2,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,46,12.42
39.0,3.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,19.09
26.0,5.0,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,7.79
29.57,4.63,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,26,10.7
21.0,4.6,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15,7.65
26.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,20,10.71
30.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,7.6
27.0,4.8,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,3.04
30.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,6.21
38.0,4.9,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,22,16.38
24.0,4.8,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,13,4.56
29.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,17,14.05
20.0,4.9,Stormy,Jam,1,Buffet,scooter,1.0,No,Urban,15,13.97
20.0,4.7,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,27,20.44
33.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,13.41
29.0,5.0,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,26,12.26
32.0,4.1,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,7.45
36.0,4.1,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,6.29
22.0,4.6,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,13,5.88
31.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,23,9.32
34.0,4.7,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,33,9.07
34.0,4.8,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,3.12
23.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,15,3.1
36.0,5.0,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,13.58
29.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,3.02
38.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,12.29
24.0,4.6,Cloudy,Medium,2,Meal,scooter,2.0,No,Urban,38,13.61
25.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,16.85
39.0,4.2,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,32,1.53
22.0,4.9,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,16,10.91
22.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,16,20.18
39.0,4.8,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,37,20.25
32.0,4.9,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,38,9.22
22.0,5.0,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,1.56
37.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,12.42
32.0,4.1,Fog,Jam,2,Snack,motorcycle,1.0,No,Semi-Urban,48,10.72
33.0,4.9,Fog,Jam,2,Meal,motorcycle,1.0,Yes,Metropolitian,47,20.18
35.0,4.3,Windy,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,47,19.97
25.0,5.0,Stormy,High,1,Snack,scooter,0.0,No,Urban,20,6.15
34.0,4.3,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,38,13.76
36.0,5.0,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,25,13.41
20.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,28,12.11
25.0,4.8,Sandstorms,Jam,1,Snack,scooter,0.0,No,Urban,25,16.9
23.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,10,1.55
20.0,4.8,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,28,7.79
30.0,4.8,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,30,8.94
22.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,1.53
33.0,3.6,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,32,19.62
22.0,4.7,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,17,13.68
32.0,4.2,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,35,19.88
33.0,4.8,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,25,9.35
23.0,4.2,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,35,12.29
26.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,3.11
35.0,5.0,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,31,9.44
33.0,5.0,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,1.53
28.0,4.2,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,31,19.76
30.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,14.15
29.0,4.5,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,9.08
25.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Urban,10,7.66
20.0,4.6,Sandstorms,Jam,1,Snack,scooter,0.0,No,Urban,16,14.02
36.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,19.84
26.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,19.92
21.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,1.55
26.0,4.7,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,10,1.52
28.0,4.1,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,35,17.1
28.0,4.8,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,16,3.1
38.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,24,4.66
39.0,4.8,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,12.58
34.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,45,19.66
22.0,4.7,Sunny,High,1,Buffet,motorcycle,1.0,No,Urban,14,5.96
21.0,4.8,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,6.06
35.0,4.7,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,33,7.55
34.0,4.7,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,15,6.21
34.0,4.0,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,39,19.34
26.0,5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,10.91
36.0,5.0,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,27,13.61
32.0,4.7,Stormy,Jam,1,Drinks,scooter,0.0,No,Urban,26,19.36
37.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,Yes,Semi-Urban,53,13.99
26.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,41,12.1
23.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,17,3.02
20.0,3.2,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,31,19.84
33.0,5.0,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,16.64
24.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Urban,20,16.85
24.0,5.0,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,22,3.06
22.0,4.2,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,39,13.39
32.0,4.8,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,9.06
30.0,4.2,Stormy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,34,4.66
36.0,4.9,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,13,3.12
20.0,5.0,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,16.38
29.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,13,10.81
35.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,28,4.6
30.0,4.3,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,31,7.49
25.0,4.1,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,31,19.89
31.0,4.8,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,46,7.76
23.0,5.0,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,24,6.12
35.0,4.1,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,10.49
31.0,4.6,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,9.44
34.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,3.11
31.0,4.9,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,26,10.76
28.0,4.8,Sunny,High,2,Buffet,scooter,0.0,No,Metropolitian,12,6.13
20.0,4.8,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,15,12.12
36.0,5.0,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,6.15
39.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Urban,19,3.15
24.0,4.8,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,10.92
22.0,4.4,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,37,10.71
32.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,7.66
34.0,5.0,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,43,17.14
20.0,4.7,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,11,16.85
34.0,5.0,Sunny,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,40,20.25
22.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Urban,11,19.76
23.0,4.8,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,6.23
33.0,4.9,Windy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,28,1.56
34.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,9.31
34.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,21,12.58
26.0,4.6,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,3.06
34.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,26,3.09
20.0,4.8,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Urban,21,16.82
37.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,4.49
24.0,4.3,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,34,10.56
29.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,19.97
22.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,14,1.55
25.0,4.6,Fog,Low,1,Snack,scooter,0.0,No,Urban,11,3.02
36.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,8.94
31.0,4.8,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,1.54
